ID,OrgID,Organization,Name,IsNetwork,Telephone,Address,Latitude,Longitude
110,108,Federația Organizațiilor Neguvernamentale de Tineret din Iași,Federația Organizațiilor Neguvernamentale de Tineret din Iași,0,0740513864,"Strada Gându 10A, Iași 700013",47.165084759978114,27.575814255269872
111,110,Coaching Partners,Coaching Partners,0,0773948264,"Bulevardul Regiei 6B, București 060274",44.44611155592574,26.056961441497865
112,111,Paradis College,Paradis College,0,0725893627,"8 C, Str. Dealul Zorilor, Rediu 707410",47.17702132779948,27.54253753807346
113,112,Asociatia Română de Literație,Asociatia Română de Literație,0,0332404592,"Strada Golia, Iași",47.16348748189916,27.59047939759755
114,113,Medlife,Hyperclinica Medlife,0,0232960,"Strada Vasile Lupu Nr.78, Iași 700259",47.15993452442661,27.611671415369717
115,114,Cabinet Dr. Zoitanu Raluca,Cabinet Dr. Zoitanu Raluca,0,0374491454,"Calea Giulești 135 parter, București 060265",44.4634400250807,26.040888754994373
116,115,Asociatia Medicilor de Familie București,Asociatia Medicilor de Familie București,0,0213149571,"Strada Agricultori 33, București 030167",44.4385304482317,26.13174453796872
117,116,Medsana,Clinica Medsana Primăverii,1,0219607,"Bulevardul Primăverii 9, București 014192",44.46748644820439,26.088512179053172
118,116,Medsana,Clinica Medsana Cotroceni,1,0219607,"Strada Doctor Ioan Nanu-Muscel 12, București 050521",44.43331273890614,26.07261989740734
119,117,Centrul Eka,Centrul Eka,0,0374820040,"Strada Horațiu 28, București 010834",44.442556236627226,26.08206188382487
120,119,Penitenciarul Vaslui,Penitenciarul Vaslui,0,0235322510,"2, Str. Avicola, Mun. Vaslui, Jud. Vaslui",46.63039460107741,27.757453026413106
121,120,Spitalul Providența,Spitalul Providența,0,0232241271,"Șoseaua Nicolina 115, Iași 700714",47.125515197091715,27.569550126884515
122,121,Centrul Sport,Centrul Sport,0,0773864560,"Strada Parângului 76, București 012328",44.47602584101467,26.04859048383378
123,125,Ministerul Educației,Ministerul Educației,0,0214056300,"Strada General H. M. Berthelot 28-30, București 010168",44.44193424988829,26.088856167884035
124,126,"Universitatea ""Ștefan cel Mare"" Suceava","Universitatea ""Ștefan cel Mare"" Suceava",0,0230216147,"Strada Universității 13, Suceava 720229",47.64111536813602,26.24386089819305
125,127,SOS Satul Copiilor București,SOS Satul Copiilor București,0,0216680090,"Calea Floreasca 165, București 014459",44.47594190457144,26.10311763982272
126,128,Centrul Național De Politici Și Evaluare În Educație,Centrul Național De Politici Și Evaluare În Educație,0,0213144411,"Strada General H. M. Berthelot 26, București 010164",44.44195917658955,26.08915508382463
127,129,Agenția Română de Asigurare a Calității în Învățământul Preuniversitar,Agenția Română de Asigurare a Calității în Învățământul Preuniversitar,0,0212067602,"Bulevardul Mărăști 59, București 011464",44.47180871503318,26.072101268658766
128,130,Autoritatea Națională pentru Protecția Drepturilor Copilului și Adopție,Autoritatea Națională pentru Protecția Drepturilor Copilului și Adopție,0,0213100789,"Bulevardul General Gheorghe Magheru 7, București 010322",44.44234667669127,26.098217812660817
129,131,Agenția Națională Anti-drog,Agenția Națională Anti-drog,0,0213037080,"Bloc A4, Bulevardul Unirii 37, București 030823",44.4274763855059,26.10921062818185
130,132,Centrul Municipiului București De Resurse Și Asistenta Educaționala,Centrul Municipiului București De Resurse Și Asistenta Educaționala,0,0212323071,"Strada Luigi Galvani 20, București",44.46104891362227,26.112827868658425
131,133,Senatul Român,Senatul Român,0,0213158942,"Calea 13 Septembrie 1-3, București 050711, Romania",44.42682791068152,26.087420354984665
132,134,Cercetașii Români,Cercetașii Români,0,0723723827,"Strada Vigilenței 7, București 030167",44.43064399396999,26.093357739821197
133,135,Asociația CIVICA,Asociația CIVICA,0,0742564637,"Strada Grigore Vieru 3, Iași 700259",47.17095540958008,27.582114655733427
134,136,Fundația Comunitară Iași,Fundația Comunitară Iași,0,0770430390,"Strada Rândunica 1, Iași 700259",47.15704518461843,27.59984033992531
135,137,Fundația Bethany,Fundația Bethany,0,0232278535,"Stradela Varianta Uzinei 1, Iași 700259",47.161286086365536,27.578092539925425
136,138,Asociatia Nationala pentru Copii si Adulti cu AUTISM din Romania,Asociatia Nationala pentru Copii si Adulti cu AUTISM din Romania,0,0232235598,"Strada Apelor 6, Iași, Romania",47.16594174833353,27.59607982828648
137,139,Asociația Artipic,Asociația Artipic,0,0752991352,"Bulevardul Primăverii 5, Iași 700259",47.14854867447504,27.5923589975971
138,140,Consiliul Municipal al Elevilor București,Consiliul Municipal al Elevilor București,0,0770408926,"Bulevardul Ion Mihalache 13, București",44.45432104610315,26.081771912838633
139,141,Fundația Motivation,Fundația Motivation,0,0314230370,"Șoseaua Alexandriei 96, Bragadiru 077025",44.389028229616315,26.01266435497443
140,143,"Institutul National pentru Sanatatea Mamei si Copilului ""Alessandrescu-Rusescu""","Institutul National pentru Sanatatea Mamei si Copilului ""Alessandrescu-Rusescu""",0,0212422713,"Bulevardul Lacul Tei 120, București 20382",44.46276653927621,26.12287501266628
141,144,Mind Education,Mind Education,0,0725575214,"Strada Popa Savu 40, București 014192",44.462748979543036,26.085095388028826
142,148,Complex Hârja,Complex Hârja,0,0752270375,"Strada Nemirei 174, Hârja 607368",46.17272319165965,26.478263433847083
143,149,Federatia ONG pentru copil,Federatia ONG pentru copil,0,0213188581,"Strada Occidentului 44, București 010984",44.447092437221784,26.08628512615389
144,150,Salvați Copii,Salvați Copii,0,0213166176,"Intrarea Ştefan Furtună 3, București 010899, Romania",44.44082375086205,26.074579982149363
145,151,Fundația ESTUAR,Fundația ESTUAR,0,0314171888,"Strada Ion Creangă 6C, București 050864",44.42411370878009,26.0817995686571
146,152,Fundația World Vision,Fundația World Vision,0,0731444013,"Strada Rotașului, București 012167",44.463540540538254,26.05849821941168
147,153,AIDRom,AIDRom,0,0212124868,"Strada Ilarie Chendi 14, București 030167",44.43956451080516,26.131457368657575
148,154,Gifted School,Gifted School,0,0730512861,"Strada Măgura Vulturului 77-79, București 021705",44.44348151131867,26.13653116865766
149,155,Casa Corpului Didactic a Municipiului Bucureşti,Casa Corpului Didactic a Municipiului Bucureşti,0,0213134901,"Splaiul Independenței 315 A, București 060043",44.44429735004643,26.051724651460823
150,156,Agenţia Română de Asigurare a Calităţii în Învăţământul Superior,Agenţia Română de Asigurare a Calităţii în Învăţământul Superior,0,,"Bulevardul Mărăști 59, București 011464",44.47000219650733,26.068014854996083
151,157,Direcția Generală de Asistență Socială și Protecția Copilului Sector 6,Direcția Generală de Asistență Socială și Protecția Copilului Sector 6,0,0217457237,"Strada Cernișoara 38, București 061019",44.438418383600485,26.022643550118694
152,158,Școala Cambridge din București,Școala Cambridge din București,0,0212102131,"Strada Erou Iancu Nicolae 126C, Voluntari 077190",44.5157610959502,26.116338783844373
153,159,Liceul Teoretic Internațional de Informatică București,Liceul Teoretic Internațional de Informatică București,0,0213276570,"Strada Balta Albina 9, București 032622",44.408216242314936,26.21120684167301
154,160,Centrul IT Cluj,Centrul IT Cluj,0,0730860023,"Strada Emil Isac 13, Cluj-Napoca 400023",46.770081074177696,23.58494486874629
155,161,Centrul Voluntari Cluj-Napoca,Centrul Voluntari Cluj-Napoca,0,0264431411,"Strada Virgil Fulicea 1, Cluj-Napoca 400022, Romania",46.77082342275415,23.587530968746268
156,162,Asociația Autism Transilvania,Asociația Autism Transilvania,0,0748211776,"Strada Gheorghe Marinescu 86, Cluj-Napoca 400347",46.75957749668376,23.58064714212709
157,163,Minte Forte,Minte Forte,0,0757070869,"Bloc Y9, Calea Dorobanților 74, Cluj-Napoca 400121",46.77363092313737,23.608294597582447
158,164,Asociația Start-up-uri Românești,Asociația Start-up-uri Românești,0,0742480889,"Strada Regele Ferdinand, Cluj-Napoca 400110",46.77307857112905,23.589687268746406
159,165,ClujHub,ClujHub,0,0740021644,"Strada Ferdinand 22-26, 3rd Floor, Cluj-Napoca 400110",46.77295297496156,23.5893881975824
160,167,FreshBlood HealthTech,FreshBlood HealthTech,0,0744695673,"Strada Cotită 9, Cluj-Napoca 400394",46.772645360744406,23.590237470738195
161,169,Fundația New Horizons,Fundația New Horizons,0,,"Calea Turzii 189B, Cluj-Napoca 400491",46.75055489440367,23.594929413288483
162,171,Asociația Dezvoltare Activă,Asociația Dezvoltare Activă,0,0768884653,"Strada Banca Națională 42, Bacău 600203",46.57358932140378,26.908717084403207
163,172,Crucea Roșie,Crucea Roșie,0,0213176006,"Strada Biserica Amzei 29, București 010393, Romania",44.445837173980884,26.096846674142576
164,173,Fundația Crucea Alb-Galbenă,Fundația Crucea Alb-Galbenă,0,0213151256,"Bulevardul Regina Maria 21, București",44.42282517157455,26.093379983819666
165,175,Clinica PsyLife,PsyLife Grigorescu,1,,"Strada Eremia Grigorescu, Nr 126, scara 2, ap 14 Cluj Napoca",46.77329247505419,23.563548339910277
166,175,Clinica PsyLife,PsyLife Mărăști,1,,"Strada Între Lacuri, Nr 20, Ap P01, Parter Cluj Napoca",46.776731171129256,23.623400211074372
167,175,Clinica PsyLife,PsyLife Aurel Vlaicu,1,,"Strada Aurel Vlaicu, Nr 182, Ap 1, Parter Cluj Napoca",46.78009038269425,23.636343797582665
168,175,Clinica PsyLife,PsyLife Hub,1,,"Strada Eugen Ionesco 46/2, Cluj-Napoca",46.74434721914099,23.584542055253515
169,176,Psihologul Vesel,Psihologul Vesel,0,0743210518,"Strada Ștefan Octavian Iosif 9b, Oradea",47.057690871148104,21.913084768757482
170,177,Institutul pentru Studiul si Tratamentul Traumei,Institutul pentru Studiul si Tratamentul Traumei,0,0730285582,"Strada Giacomo Puccini 8, București 020194",44.465360982725755,26.103005312666987
171,180,Pagina de Psihologie,Pagina de Psihologie,0,,"Intrarea Tipografiei, București 060776",44.442232276661244,26.05940348382476
172,181,Asociația Smart and Happy,Asociația Smart and Happy,0,0757539898,"Intrarea Borceag 2, București 031505",44.4134961073889,26.128858897492734
173,182,Centrul Medical Promedis,Centrul Medical Promedis,0,0264429099,"Strada Spicului 11, Cluj-Napoca 400394",46.790450216827615,23.572488555255376
174,185,Asociația Blondie,Asociația Blondie,0,0757494293,"Strada Vultureni nr. 2, București, Romania",44.39342446387193,26.10821055497577
175,186,Fundația Națională pentru Tineret,Fundația Națională pentru Tineret,0,0763661036,"Strada Căderea Bastiliei 11, București 010611",44.44817980613581,26.09634310759701
176,187,EvoCariera,EvoCariera,0,0747056266,"Strada Emil Isac nr 6, Cluj-Napoca 400394, Romania",46.7713300000763,23.58483635562205
