ID,OrgID,Organization,Name,IsNetwork,Telephone,Address,Latitude,Longitude
28,89,Alegria Clinic,Alegria Clinic,0,0770508524,"Strada Turnu Măgurele 240-242, București 041713",44.37768492904536,26.12353482883546
29,90,Nice Clinic,Nice Clinic,0,0790661600,"Bulevardul Regina Maria 23 Etaj 1, București 040122",44.42238560855346,26.093065339652867
30,91,Medical Centre Bellanima,Medical Centre Bellanima,0,0731151153,"Str. Viitorului 26, zona Piata Gemeni, București 020612",44.44369675161542,26.110884868489265
31,92,Senex Clinic,Psychotherapy Clinic Bucharest - Senex,1,0724222500,"Al. Obregia, nr. 25, bl. I4A, București 041721",44.3836148358696,26.115529468486933
32,92,Senex Clinic,Psychotherapy Clinic Pitești - Senex,1,0724222500,"Strada Crinului 1a, Pitești 110109",44.859042055857905,24.875254897340234
33,93,The Mind Clinic,The Mind Clinic,0,0217812259,"Strada Ana Davila 13, București 050491",44.43298884880803,26.068201897324304
34,94,Aproape Clinic,Aproape Clinic,0,0722187700,"Bulevardul Alexandru Ioan Cuza 13A, București 011051",44.44885319391322,26.08124872616022
35,95,Renia Clinic,Renia Clinic,0,0748662662,"Strada Doctor Nicolae Turnescu 11, București 050467",44.43531558858873,26.067281797324366
36,96,Psy For You Clinic,Psy For You Clinic,0,0744310310,"Strada Locotenent Aviator Vasile Fuică 70, București 012086",44.472837791535795,26.058272166641988
37,97,Maze Center,Maze Center - Psychology and Psychotherapy Office Bucharest,1,0749183354,"Strada Traian 107, București 030167",44.434002710076065,26.120708697324265
38,97,Maze Center,Maze Center - Psychology and Psychotherapy Office Cluj,1,0749183354,"Piața Ștefan cel Mare 5, Cluj-Napoca 400192",46.76937232255608,23.597107697414096
39,98,IPSI Psihoterapy Centre,IPSI Psihoterapy Centre,0,0731077076,"Intrarea Victor Eftimiu 5-7, București 010153",44.43667904977533,26.09370829732429
40,99,Oana Nicolau Psychotherapy Clinic,Oana Nicolau Psychotherapy Clinic,0,0733303333,"Strada George Georgescu 46, București 065441",44.42373154638108,26.092434168488428
